variant,member,is_seed,num_variables,objective_cost,social_value,profit,emissions_value,pv_revenue,crop_revenue,yearly_biomass,total_panels,mean_tracking_deg,max_tracking_deg
fixedAxisBaseline,36,0,7,-506060.595449835,506060.595449835,-105274.884564307,611335.480014142,203949.426102858,230611.391946727,667.968418404443,352,0,0
fixedAxisBaseline,37,0,7,-486620.484591761,486620.484591761,-110006.770354659,596627.254946421,198926.90720342,230902.025055813,668.810240382853,352,0,0
fixedAxisBaseline,38,0,7,-475241.267908371,475241.267908371,-112780.914292239,588022.18220061,195997.987880191,231056.800441461,669.258548979781,352,0,0
fixedAxisBaseline,39,0,7,-495902.54574926,495902.54574926,-107746.084892135,603648.630641395,201321.387751364,230768.229970393,668.422701454943,352,0,0
fixedAxisBaseline,40,0,7,-474609.240196328,474609.240196328,-112935.073316429,587544.313512757,195835.484940564,231065.144356899,669.282717222083,352,0,0
fixedAxisBaseline,41,0,7,-474609.240196328,474609.240196328,-112935.073316429,587544.313512757,195835.484940564,231065.144356899,669.282717222083,352,0,0
fixedAxisBaseline,42,0,7,-486286.443158884,486286.443158884,-110088.166803031,596374.609961915,198840.833647358,230906.702163503,668.823787676418,352,0,0
fixedAxisBaseline,43,0,7,-508961.031243634,508961.031243634,-104569.956510443,613530.987754077,204701.739309128,230564.006794321,667.831166792364,352,0,0
fixedAxisBaseline,44,0,7,-474609.240196328,474609.240196328,-112935.073316429,587544.313512757,195835.484940564,231065.144356899,669.282717222083,352,0,0
fixedAxisBaseline,45,0,7,-474609.240196328,474609.240196328,-112935.073316429,587544.313512757,195835.484940564,231065.144356899,669.282717222083,352,0,0
fixedAxisBaseline,46,0,7,-482157.414504907,482157.414504907,-111094.499925035,593251.914429942,197777.389714266,230963.812974591,668.989209765216,352,0,0
fixedAxisBaseline,47,0,7,-474609.240196328,474609.240196328,-112935.073316429,587544.313512757,195835.484940564,231065.144356899,669.282717222083,352,0,0
fixedAxisBaseline,48,0,7,-486763.225026214,486763.225026214,-109971.989329133,596735.214355347,198963.68951089,230900.023773869,668.804443647817,352,0,0
fixedAxisBaseline,49,0,7,-474609.240196328,474609.240196328,-112935.073316429,587544.313512757,195835.484940564,231065.144356899,669.282717222083,352,0,0
fixedAxisBaseline,50,0,7,-486898.916615828,486898.916615828,-109938.926304243,596837.842920071,198998.656491081,230898.119818568,668.79892882047,352,0,0
fixedAxisBaseline,51,0,7,-475932.288638133,475932.288638133,-112612.374938999,588544.663577132,196175.678207786,231047.649467107,669.232043082502,352,0,0
fixedAxisBaseline,52,0,7,-474609.240196328,474609.240196328,-112935.073316429,587544.313512757,195835.484940564,231065.144356899,669.282717222083,352,0,0
fixedAxisBaseline,53,0,7,-474609.240196328,474609.240196328,-112935.073316429,587544.313512757,195835.484940564,231065.144356899,669.282717222083,352,0,0
fixedAxisBaseline,54,0,7,-482589.418605272,482589.418605272,-110989.193825418,593578.61243069,197888.612147931,230957.896640543,668.972073038953,352,0,0
fixedAxisBaseline,55,0,7,-474609.240196328,474609.240196328,-112935.073316429,587544.313512757,195835.484940564,231065.144356899,669.282717222083,352,0,0
fixedAxisBaseline,56,0,7,-474612.505347158,474612.505347158,-112934.276888008,587546.782235166,195836.324412023,231065.101313861,669.282592547452,352,0,0
fixedAxisBaseline,57,0,7,-474609.240196328,474609.240196328,-112935.073316429,587544.313512757,195835.484940564,231065.144356899,669.282717222083,352,0,0
fixedAxisBaseline,58,0,7,-474609.240196328,474609.240196328,-112935.073316429,587544.313512757,195835.484940564,231065.144356899,669.282717222083,352,0,0
fixedAxisBaseline,59,0,7,-474609.240196328,474609.240196328,-112935.073316429,587544.313512757,195835.484940564,231065.144356899,669.282717222083,352,0,0
fixedAxisBaseline,60,0,7,-474609.240196328,474609.240196328,-112935.073316429,587544.313512757,195835.484940564,231065.144356899,669.282717222083,352,0,0
fixedAxisBaseline,61,0,7,-506800.735633845,506800.735633845,-105094.967037147,611895.702670992,204141.308232404,230599.427344341,667.933762802805,352,0,0
fixedAxisBaseline,62,0,7,-506054.963012563,506054.963012563,-105276.253811176,611331.216823738,203947.966125524,230611.482677192,667.968681206226,352,0,0
fixedAxisBaseline,63,0,7,-474609.240196328,474609.240196328,-112935.073316429,587544.313512757,195835.484940564,231065.144356899,669.282717222083,352,0,0
fixedAxisBaseline,64,0,7,-474609.240196328,474609.240196328,-112935.073316429,587544.313512757,195835.484940564,231065.144356899,669.282717222083,352,0,0
fixedAxisBaseline,65,0,7,-487414.529436916,487414.529436916,-109813.294404927,597227.823841842,199131.536639434,230890.871569531,668.777934187878,352,0,0
fixedAxisBaseline,66,0,7,-474609.240196328,474609.240196328,-112935.073316429,587544.313512757,195835.484940564,231065.144356899,669.282717222083,352,0,0
fixedAxisBaseline,67,0,7,-474609.240196328,474609.240196328,-112935.073316429,587544.313512757,195835.484940564,231065.144356899,669.282717222083,352,0,0
fixedAxisBaseline,68,0,7,-474609.240196328,474609.240196328,-112935.073316429,587544.313512757,195835.484940564,231065.144356899,669.282717222083,352,0,0
fixedAxisBaseline,69,0,7,-484855.114928904,484855.114928904,-110436.969654655,595292.084583559,198472.088282426,230926.644676811,668.881551384276,352,0,0
fixedAxisBaseline,70,0,7,-507367.020262889,507367.020262889,-104957.325943343,612324.346206232,204288.160925695,230590.215744854,667.907081304167,352,0,0
fixedAxisBaseline,71,0,7,-489624.29312177,489624.29312177,-109274.944344135,598899.237465905,199701.197414169,230859.560855587,668.687242362571,352,0,0
fixedAxisBaseline,72,0,7,-482879.532200848,482879.532200848,-110918.477450428,593798.009651276,197963.309184226,230953.915979239,668.960543009957,352,0,0
fixedAxisBaseline,73,0,7,-474609.240196328,474609.240196328,-112935.073316429,587544.313512757,195835.484940564,231065.144356899,669.282717222083,352,0,0
fixedAxisBaseline,74,0,7,-481885.959470715,481885.959470715,-111160.672324056,593046.63179477,197707.506527598,230967.523762238,668.99995810221,352,0,0
fixedAxisBaseline,75,0,7,-474609.240196328,474609.240196328,-112935.073316429,587544.313512757,195835.484940564,231065.144356899,669.282717222083,352,0,0
fixedAxisBaseline,76,0,7,-485870.08176683,485870.08176683,-110189.625861377,596059.707628207,198733.557132526,230912.519619989,668.840638002742,352,0,0
fixedAxisBaseline,77,0,7,-476104.880527542,476104.880527542,-112570.28136628,588675.161893822,196220.062010654,231045.359236958,669.225409405833,352,0,0
fixedAxisBaseline,78,0,7,-488842.728348412,488842.728348412,-109465.338451712,598308.066800124,199499.682584387,230870.681577793,668.719453656041,352,0,0
fixedAxisBaseline,79,0,7,-474609.240196328,474609.240196328,-112935.073316429,587544.313512757,195835.484940564,231065.144356899,669.282717222083,352,0,0
fixedAxisBaseline,80,0,7,-488170.433615621,488170.433615621,-109629.125420154,597799.559035775,199326.370684309,230880.206509429,668.747042724674,352,0,0
fixedAxisBaseline,81,0,7,-492831.413462479,492831.413462479,-108493.828222411,601325.24168489,200528.506897432,230813.367494049,668.553442785773,352,0,0
fixedAxisBaseline,82,0,7,-488364.469207589,488364.469207589,-109581.852635818,597946.321843407,199376.388673698,230877.461304376,668.73909120822,352,0,0
fixedAxisBaseline,83,0,7,-474609.240196328,474609.240196328,-112935.073316429,587544.313512757,195835.484940564,231065.144356899,669.282717222083,352,0,0
fixedAxisBaseline,84,0,7,-501565.410608882,501565.410608882,-106368.033755829,607933.444364711,202785.29256421,230682.376293853,668.174025342075,352,0,0
fixedAxisBaseline,85,0,7,-474609.240196328,474609.240196328,-112935.073316429,587544.313512757,195835.484940564,231065.144356899,669.282717222083,352,0,0
fixedAxisBaseline,86,0,7,-474609.240196328,474609.240196328,-112935.073316429,587544.313512757,195835.484940564,231065.144356899,669.282717222083,352,0,0
fixedAxisBaseline,87,0,7,-474609.240196328,474609.240196328,-112935.073316429,587544.313512757,195835.484940564,231065.144356899,669.282717222083,352,0,0
fixedAxisBaseline,88,0,7,-474609.240196328,474609.240196328,-112935.073316429,587544.313512757,195835.484940564,231065.144356899,669.282717222083,352,0,0
fixedAxisBaseline,89,0,7,-506565.71104707,506565.71104707,-105152.095840675,611717.806887745,204080.371077501,230603.235695716,667.944793734206,352,0,0
fixedAxisBaseline,90,0,7,-474609.240196328,474609.240196328,-112935.073316429,587544.313512757,195835.484940564,231065.144356899,669.282717222083,352,0,0
fixedAxisBaseline,91,0,7,-480967.168839262,480967.168839262,-111384.656779359,592351.825618621,197471.000763522,230980.045071011,669.036226209985,352,0,0
fixedAxisBaseline,92,0,7,-481123.478270753,481123.478270753,-111346.550132411,592470.028403164,197511.233431027,230977.919050454,669.030068168196,352,0,0
fixedAxisBaseline,93,0,7,-474609.240196328,474609.240196328,-112935.073316429,587544.313512757,195835.484940564,231065.144356899,669.282717222083,352,0,0
fixedAxisBaseline,94,0,7,-474609.240196328,474609.240196328,-112935.073316429,587544.313512757,195835.484940564,231065.144356899,669.282717222083,352,0,0
fixedAxisBaseline,95,0,7,-509022.590366597,509022.590366597,-104554.998844995,613577.589211592,204717.717710399,230562.986058498,667.828210219892,352,0,0
fixedAxisBaseline,96,0,7,-474609.240196328,474609.240196328,-112935.073316429,587544.313512757,195835.484940564,231065.144356899,669.282717222083,352,0,0
fixedAxisBaseline,97,0,7,-477472.756936306,477472.756936306,-112236.68945112,589709.446387425,196571.871824008,231027.141338764,669.17264106451,352,0,0
fixedAxisBaseline,98,0,7,-493572.674439349,493572.674439349,-108313.326593767,601886.001033116,200719.819084444,230802.556935682,668.522129885252,352,0,0
fixedAxisBaseline,99,0,7,-480618.139412589,480618.139412589,-111469.748433359,592087.887845949,197381.167948899,230984.786231633,669.049959033571,352,0,0
fixedAxisBaseline,100,0,7,-483822.997291627,483822.997291627,-110688.516532055,594511.513823682,198206.257793863,230940.928287975,668.922924020197,352,0,0
SingleAxisNOSeed,1,1,103,-165222.793962969,165222.793962969,-376132.985517356,541355.779480325,180544.986385172,231212.130711364,669.708464805021,352,-1.77802878584675,57.1962752384584
SingleAxisNOSeed,2,0,103,-185212.946024804,185212.946024804,-372620.709849641,557833.655874446,184102.029573869,231167.363190381,669.57879519098,352,-5.1110992506153,50.7378314082511
SingleAxisNOSeed,3,0,103,-105738.283131347,105738.283131347,-390030.883958137,495769.167089485,166718.994195978,231140.224459776,669.500187561034,352,0.437305921128891,59.2490816988063
SingleAxisNOSeed,4,0,103,-157319.947233755,157319.947233755,-377352.374500799,534672.321734554,178969.517294711,231568.210818382,670.739854728571,352,1.63739593553276,58.0651943594885
SingleAxisNOSeed,5,0,103,-222100.652135992,222100.652135992,-362472.351211728,584573.00334772,194299.228829576,231118.522572588,669.437327807492,352,-0.168830403038225,58.2021990249464
SingleAxisNOSeed,6,0,103,-179763.513464732,179763.513464732,-372861.554379877,552625.067844609,183715.393031742,231313.155202273,670.001083347594,352,-1.32349106463487,59.5817930146107
SingleAxisNOSeed,7,0,103,-74111.1446122385,74111.1446122385,-399791.408436673,473902.553048912,157119.293798099,230979.400379119,669.034358852872,352,-0.174506256351402,59.3810106892545
SingleAxisNOSeed,8,0,103,-92826.1075197475,92826.1075197475,-394005.030437358,486831.137957106,162770.789821544,231114.28235499,669.425045970854,352,-0.106337421583755,57.7387131931995
SingleAxisNOSeed,9,0,103,-136590.791147464,136590.791147464,-383053.08594752,519643.877094984,173590.441721474,231246.574944898,669.808232904084,352,3.76363042490168,56.9495522708173
SingleAxisNOSeed,10,0,103,-188410.873734913,188410.873734913,-370064.839956637,558475.71369155,186336.19183634,231489.070820915,670.510624860547,352,1.56679574601885,54.7241380305895
SingleAxisNOSeed,11,0,103,-84027.1463576545,84027.1463576545,-395185.789032993,479212.935390648,161592.086559513,231112.227021385,669.419092674594,352,0.795265115652677,58.3792098825148
SingleAxisNOSeed,12,0,103,-115839.977588024,115839.977588024,-389188.946448731,505028.924036755,167888.961157784,230812.195007377,668.550046665306,352,4.09203732023182,58.6376089320136
SingleAxisNOSeed,13,0,103,-145900.103374769,145900.103374769,-382049.641368602,527949.744743371,174592.112499274,231248.348746015,669.813370738415,352,1.52414645061327,56.3750461091581
SingleAxisNOSeed,14,0,103,-174075.159449911,174075.159449911,-375062.797393223,549137.956843134,181668.65044626,231158.654774409,669.553571168894,352,0.864472839524795,59.8245690025228
SingleAxisNOSeed,15,0,103,-125808.244419112,125808.244419112,-385792.976143695,511601.220562807,171087.541102777,231009.58536742,669.121790001544,352,0.900223470382357,58.2788987936134
SingleAxisNOSeed,16,0,103,-189922.6753,189922.6753,-369686.871342842,559609.546642842,187106.551662311,231096.67960874,669.374059423862,352,2.05670483483536,51.359937847873
SingleAxisNOSeed,17,0,103,-182923.852092477,182923.852092477,-372286.928986539,555210.781079016,184175.740694931,231427.432932423,670.332090042548,352,0.831431247696611,55.4407374050023
SingleAxisNOSeed,18,0,103,-188719.08697901,188719.08697901,-371264.870150641,559983.957129651,185595.828961826,231029.403501425,669.179193443393,352,0.808783854778917,54.7884940591384
SingleAxisNOSeed,19,0,103,-127620.148682296,127620.148682296,-386752.16522458,514372.313906876,169867.383112397,231270.554276915,669.877689301474,352,-3.17989749629836,53.0286781695036
SingleAxisNOSeed,20,0,103,-197810.418591421,197810.418591421,-369675.193278623,567485.611870044,187109.793297025,231105.116038244,669.39849563417,352,0.384550283448772,54.6795204589376
SingleAxisNOSeed,21,0,103,-167086.027612519,167086.027612519,-375848.755658486,542934.783271005,180961.32506103,231080.021894376,669.325810172062,352,2.34024358309263,56.8098649739227
SingleAxisNOSeed,22,0,103,-153371.996140294,153371.996140294,-380251.165521716,533623.16166201,176688.863215896,230950.07387628,668.949414316726,352,3.84927110258276,59.8721755735201
SingleAxisNOSeed,23,0,103,-130293.518873326,130293.518873326,-384794.853770861,515088.372644187,171986.480729898,231108.768113133,669.409073909022,352,-1.61616743106084,59.0793910910526
SingleAxisNOSeed,24,0,103,-128986.436978204,128986.436978204,-385299.50368598,514285.940664184,171463.160428048,231127.438499864,669.463152888339,352,-0.188986641462901,57.5945373102481
SingleAxisNOSeed,25,0,103,-146428.415702355,146428.415702355,-381070.834690036,527499.250392391,175388.872244287,231430.395679569,670.340671672054,352,2.30105993644964,59.7111052508597
SingleAxisNOSeed,26,0,103,-142398.160830779,142398.160830779,-383659.902512826,526058.063343604,173017.888132975,231212.311968091,669.708989817112,352,-1.23784506174297,58.1120349529378
SingleAxisNOSeed,27,0,103,-158852.236457325,158852.236457325,-377349.995583514,536202.232040839,178976.160765361,231563.946265016,670.727502403117,352,-0.598953596346506,57.4425119768376
SingleAxisNOSeed,28,0,103,-158285.583429456,158285.583429456,-376067.052948728,534352.636378184,180597.520540624,231225.529124539,669.747273455287,352,4.67407699012151,58.5835978562836
SingleAxisNOSeed,29,0,103,-128257.723950434,128257.723950434,-386501.212392802,514758.936343235,170082.146456091,231306.743764999,669.982512549425,352,-0.717708062032644,59.9782791921711
SingleAxisNOSeed,30,0,103,-164414.416359416,164414.416359416,-376658.911808761,541073.328168177,179757.959162816,231473.231642315,670.464746506538,352,0.282478820857156,54.4494382287119
SingleAxisNOSeed,31,0,103,-128634.690798855,128634.690798855,-386032.00104831,514666.691847166,170814.20834905,231043.893216532,669.221163061638,352,-1.32168135367074,59.091191735389
SingleAxisNOSeed,32,0,103,-139204.009616703,139204.009616703,-381744.083877759,520948.093494463,174841.353850379,231304.664885754,669.976491052958,352,-1.60450867379497,52.9833739515566
SingleAxisNOSeed,33,0,103,-138918.531100076,138918.531100076,-382996.199308396,521914.730408472,173652.918579755,231240.984725741,669.792040773168,352,-2.92029207012464,53.0838886735698
SingleAxisNOSeed,34,0,103,-123133.788318569,123133.788318569,-388298.829024864,511432.617343433,168571.199665397,231020.073923631,669.152170219297,352,-4.15487711588216,54.9471812927088
SingleAxisNOSeed,35,0,103,-169799.229045182,169799.229045182,-375493.482774473,545292.711819655,180833.475538098,231563.144301321,670.725179506504,352,-1.72956150149082,53.3642396236785
SingleAxisNOSeed,36,0,103,-93854.415700549,93854.415700549,-393430.458276008,487284.873976557,163048.105574027,231411.538763856,670.2860524095,352,-0.244735934386299,57.2925792128877
SingleAxisNOSeed,37,0,103,-168719.244042852,168719.244042852,-376944.750807087,545663.994849938,179629.77138016,231315.580426646,670.008108036509,352,-2.77984382061682,59.5469404608477
SingleAxisNOSeed,38,0,103,-194578.017080688,194578.017080688,-370317.055176444,564895.072257132,186487.735961359,231085.311476089,669.341131503336,352,0.434621065434114,58.9463891731004
SingleAxisNOSeed,39,0,103,-142845.477504782,142845.477504782,-382830.062792409,525675.540297192,174085.215028104,230974.824793379,669.021105618742,352,0.302713465368008,58.4635505927178
SingleAxisNOSeed,40,0,103,-166637.903840427,166637.903840427,-376168.234213028,542806.138053454,180570.664744226,231151.203656638,669.531988924796,352,1.12287943370214,58.1564109425438
SingleAxisNOSeed,41,0,103,-142469.425831198,142469.425831198,-382496.556677252,524965.98250845,174133.799979968,231259.745956671,669.846382883703,352,-1.10796213118078,57.5192325027321
SingleAxisNOSeed,42,0,103,-146702.504079146,146702.504079146,-380564.623241602,527267.127320747,176175.892794969,231149.586577321,669.527305036874,352,-0.199425595059075,56.3767874096376
SingleAxisNOSeed,43,0,103,-125145.068828638,125145.068828638,-386481.982912927,511627.051741565,170296.251008138,231111.868692827,669.418054772007,352,2.10408293095986,59.5184096044077
SingleAxisNOSeed,44,0,103,-96735.4714187943,96735.4714187943,-392419.60140265,489155.072821445,164045.803025643,231424.698185599,670.324168818469,352,5.39764043052993,58.8873195997877
SingleAxisNOSeed,45,0,103,-131467.200736548,131467.200736548,-382905.088133822,514372.288870371,173830.922601317,231154.091878753,669.540354691734,352,4.46816289069628,59.9935902944115
SingleAxisNOSeed,46,0,103,-150758.688519309,150758.688519309,-380094.376208016,530853.064727326,176514.577128898,231281.149276978,669.908377835006,352,0.731419151231174,57.0437075829648
SingleAxisNOSeed,47,0,103,-158440.940036161,158440.940036161,-379098.400137486,537539.340173647,177678.158424921,231113.544051485,669.422907466681,352,-1.76864501706999,58.8835369371384
SingleAxisNOSeed,48,0,103,-96410.6842452944,96410.6842452944,-392948.374426803,489359.058672098,163623.323490898,231318.40469619,670.016288564127,352,-3.81054847925625,56.2413864630338
SingleAxisNOSeed,49,0,103,-172568.534075849,172568.534075849,-375835.19179227,548403.725868119,180809.840572324,231245.070249298,669.803874536824,352,-0.0996905198052944,59.7214340707963
SingleAxisNOSeed,50,0,103,-96812.1789069666,96812.1789069666,-395047.21427267,491859.393179636,161798.947665328,231043.940675894,669.2213005282,352,0.744517477773062,59.8653290496444
SingleAxisNOSeed,51,0,103,-158920.385277708,158920.385277708,-377964.692400604,536885.077678312,178405.801149385,231519.609063904,670.599079215287,352,-0.859477054301303,58.1646483381744
SingleAxisNOSeed,52,0,103,-143661.184759366,143661.184759366,-380954.743703726,524615.928463092,175701.086563152,231234.272347014,669.77259829479,352,3.28558174242836,57.7212444125036
SingleAxisNOSeed,53,0,103,-72146.890596368,72146.890596368,-399283.39027065,471430.280867018,157265.892116748,231340.820226494,670.081215392754,352,2.88140138615743,58.1993425922274
SingleAxisNOSeed,54,0,103,-103685.809934778,103685.809934778,-392882.789432759,496568.599367537,163903.401725377,231103.911455756,669.395006547822,352,1.28865159620107,59.4033372621172
SingleAxisNOSeed,55,0,103,-146579.600065083,146579.600065083,-379532.882412001,526112.482477084,177262.685047874,231094.535154017,669.367847987311,352,5.60461253347158,57.5725314137731
SingleAxisNOSeed,56,0,103,-124360.205857017,124360.205857017,-385027.265920295,509387.471777312,171544.660869877,231318.17582372,670.015625632513,352,0.509881405517397,58.0940804555542
SingleAxisNOSeed,57,0,103,-153776.920522314,153776.920522314,-378724.21969605,532501.140218365,178247.281977571,230918.60094027,668.858252613432,352,0.768357280034355,58.7109429287909
SingleAxisNOSeed,58,0,103,-182280.636046264,182280.636046264,-372304.616123872,554585.252170136,184653.73700249,230931.74948753,668.896337524343,352,0.087847882521303,59.522718074321
SingleAxisNOSeed,59,0,103,-161472.163042129,161472.163042129,-377413.70476745,538885.867809579,179148.638093901,231327.759752541,670.043385587141,352,2.62710884749075,58.0695948593096
SingleAxisNOSeed,60,0,103,-189519.047532351,189519.047532351,-371193.077896002,560712.125428354,185830.602853591,230866.421864299,668.707115349326,352,1.30061188457579,57.9899145572096
SingleAxisNOSeed,61,0,103,-223222.242669096,223222.242669096,-360837.153728049,584059.396397145,195695.165258187,231357.783627656,670.130350069708,352,2.17785040259708,55.8721408236822
SingleAxisNOSeed,62,0,103,-215592.024046937,215592.024046937,-363838.999430433,579431.02347737,192805.673773252,231245.429410206,669.804914850322,352,-2.42422033225911,59.7705263678252
SingleAxisNOSeed,63,0,103,-182036.11015509,182036.11015509,-373091.892285273,555128.002440363,183541.951842416,231256.258486203,669.836281387356,352,-0.481005968067286,53.3857344519192
SingleAxisNOSeed,64,0,103,-153545.880278095,153545.880278095,-378890.4836148,532436.363892895,177911.264635458,231088.354363633,669.349945260379,352,1.22371117952155,58.0385585982229
SingleAxisNOSeed,65,0,103,-181566.118863902,181566.118863902,-371954.025204503,553520.144068405,184387.85850042,231548.218908968,670.681947944352,352,1.39684186882275,53.8871643725749
SingleAxisNOSeed,66,0,103,-152117.218684635,152117.218684635,-381259.118733473,533376.337418108,175280.019953565,231350.963926854,670.110596731765,352,-1.36124891991093,59.9466759384867
SingleAxisNOSeed,67,0,103,-124057.598982047,124057.598982047,-384926.981356138,508984.580338185,171706.698954675,231256.422303079,669.836755884731,352,3.32422284667524,58.4774332627615
SingleAxisNOSeed,68,0,103,-123440.080683033,123440.080683033,-385442.319331064,508882.400014097,171341.40289969,231106.380383138,669.40215782298,352,2.68871351224198,59.4369964043047
SingleAxisNOSeed,69,0,103,-101822.099070431,101822.099070431,-391893.915565797,493716.014636228,164653.580923557,231342.606124538,670.086388265967,352,0.7251937499834,57.9170654346383
SingleAxisNOSeed,70,0,103,-152316.073400744,152316.073400744,-381754.946404723,534071.019805467,175146.63951818,230988.516690989,669.060764349885,352,-4.13088687854748,49.0025806087633
SingleAxisNOSeed,71,0,103,-144046.986811629,144046.986811629,-380205.400183767,524252.386995396,176745.77482027,230938.927609855,668.917129034147,352,-0.11131926773793,59.8590919645349
SingleAxisNOSeed,72,0,103,-156381.69230162,156381.69230162,-378175.459514537,534557.151816156,178645.848872472,231068.794226883,669.293289110401,352,-0.608428321246837,59.0212619865325
SingleAxisNOSeed,73,0,103,-143155.173140802,143155.173140802,-382830.695221088,525985.86836189,173967.959867825,231091.447524979,669.358904636038,352,0.974527282967227,57.4841742561607
