slot_time_et,mean_marginal_co2_lbs_per_mwh,median_marginal_co2_lbs_per_mwh,n_days_contributing,source_slot_ct
14:15,866.024806,912.550000,86,13:15
14:20,896.542389,912.550000,86,13:20
14:25,927.248677,912.550000,86,13:25
14:30,852.017230,912.550000,86,13:30
14:35,937.408372,912.550000,86,13:35
14:40,892.560744,912.550000,86,13:40
14:45,924.918417,912.550000,86,13:45
14:50,937.179162,912.550000,86,13:50
14:55,868.297595,868.379333,86,13:55
15:00,921.078002,912.550000,86,14:00
15:05,902.970591,912.550000,86,14:05
15:10,960.970012,912.550000,86,14:10
15:15,903.103787,912.550000,86,14:15
15:20,866.347171,912.550000,86,14:20
15:25,907.626218,912.550000,86,14:25
15:30,919.643682,912.550000,86,14:30
15:35,881.354309,912.550000,86,14:35
15:40,956.529100,912.550000,86,14:40
15:45,957.761663,912.550000,86,14:45
15:50,865.112565,912.550000,86,14:50
15:55,951.390863,912.550000,86,14:55
16:00,894.090244,912.550000,86,15:00
16:05,893.637619,912.550000,86,15:05
16:10,859.098305,912.550000,86,15:10
16:15,905.378755,912.550000,86,15:15
16:20,912.216471,912.550000,86,15:20
16:25,883.814863,892.877200,86,15:25
16:30,835.135918,891.472000,86,15:30
16:35,828.791293,879.422000,86,15:35
16:40,934.390810,912.550000,86,15:40
16:45,876.505007,800.650978,86,15:45
16:50,878.884752,912.550000,86,15:50
16:55,954.537641,912.550000,86,15:55
17:00,975.355307,912.550000,86,16:00
17:05,914.037559,912.550000,86,16:05
17:10,918.294601,912.550000,86,16:10
17:15,956.149443,912.550000,86,16:15
17:20,938.237114,912.550000,86,16:20
17:25,859.417126,780.038000,86,16:25
17:30,897.045000,912.550000,86,16:30
17:35,935.746975,912.550000,86,16:35
17:40,875.688276,912.550000,86,16:40
17:45,914.456347,912.550000,86,16:45
17:50,859.773363,912.550000,86,16:50
17:55,877.674582,912.550000,86,16:55
18:00,1052.417774,912.550000,86,17:00
18:05,986.732491,912.550000,86,17:05
18:10,955.342842,912.550000,86,17:10
18:15,916.201764,912.550000,86,17:15
18:20,904.206592,912.550000,86,17:20
18:25,854.598564,912.550000,86,17:25
18:30,897.318867,912.550000,86,17:30
18:35,932.457048,912.550000,86,17:35
18:40,813.981041,912.550000,86,17:40
18:45,846.242533,912.550000,86,17:45
18:50,858.900244,912.550000,86,17:50
18:55,796.940067,912.550000,86,17:55
19:00,923.967074,912.550000,86,18:00
19:05,991.229485,912.550000,86,18:05
19:10,882.485731,912.550000,86,18:10
19:15,883.286110,912.550000,86,18:15
19:20,881.237116,912.550000,86,18:20
19:25,870.830839,912.550000,86,18:25
19:30,880.241719,912.550000,86,18:30
19:35,958.874981,912.550000,86,18:35
19:40,987.800464,912.550000,86,18:40
19:45,971.561174,912.550000,86,18:45
19:50,938.779353,912.550000,86,18:50
19:55,991.730867,912.550000,86,18:55
20:00,991.594590,912.550000,86,19:00
20:05,932.754350,912.550000,86,19:05
20:10,888.474110,912.550000,86,19:10
20:15,912.705522,912.550000,86,19:15
20:20,941.301662,912.550000,86,19:20
20:25,917.474078,912.550000,86,19:25
20:30,955.335190,912.550000,86,19:30
20:35,1016.345769,912.550000,86,19:35
20:40,997.607659,912.550000,86,19:40
20:45,949.894636,912.550000,86,19:45
20:50,1027.356121,912.550000,86,19:50
20:55,1005.173853,912.550000,86,19:55
21:00,1015.413906,912.550000,86,20:00
21:05,937.204175,912.550000,86,20:05
21:10,991.798185,912.550000,86,20:10
21:15,1037.445475,912.550000,86,20:15
21:20,1015.920084,912.550000,86,20:20
21:25,995.815091,912.550000,86,20:25
21:30,1136.318026,912.550000,86,20:30
21:35,995.323610,912.550000,86,20:35
21:40,1087.553868,912.550000,86,20:40
21:45,1038.131537,912.550000,86,20:45
21:50,994.934327,912.550000,86,20:50
21:55,1070.282369,912.550000,86,20:55
22:00,1053.847068,912.550000,86,21:00
22:05,1014.940299,912.550000,86,21:05
22:10,1058.748048,912.550000,86,21:10
22:15,1044.637722,912.550000,86,21:15
22:20,1048.231570,912.550000,86,21:20
22:25,1090.727793,912.550000,86,21:25
22:30,1019.300597,912.550000,86,21:30
22:35,1013.186171,912.550000,86,21:35
22:40,1112.137146,912.550000,86,21:40
22:45,1051.614701,912.550000,86,21:45
22:50,1098.644245,912.550000,86,21:50
22:55,1096.546590,912.550000,86,21:55
23:00,1119.867476,912.550000,86,22:00
23:05,1082.675931,912.550000,86,22:05
23:10,1011.517612,912.550000,86,22:10
23:15,1014.470445,912.550000,86,22:15
23:20,1091.625821,912.550000,86,22:20
23:25,1086.986711,912.550000,86,22:25
23:30,1063.044765,912.550000,86,22:30
23:35,988.353072,912.550000,86,22:35
23:40,1037.039525,912.550000,86,22:40
23:45,1013.635481,912.550000,86,22:45
23:50,1038.555721,912.550000,86,22:50
23:55,976.615985,912.550000,86,22:55
