slot_time_et,mean_marginal_co2_lbs_per_mwh,median_marginal_co2_lbs_per_mwh,n_days_contributing,source_slot_ct
04:20,1041.104353,912.550000,89,03:20
04:25,1206.598633,912.550000,89,03:25
04:30,1148.494581,912.550000,89,03:30
04:35,1087.111737,912.550000,89,03:35
04:40,1017.254176,912.550000,89,03:40
04:45,1072.479380,912.550000,89,03:45
04:50,1113.987767,912.550000,89,03:50
04:55,1164.453606,912.550000,89,03:55
05:00,1061.770681,912.550000,89,04:00
05:05,1110.724056,912.550000,89,04:05
05:10,1151.804167,912.550000,89,04:10
05:15,1126.782996,912.550000,89,04:15
05:20,1064.599222,912.550000,89,04:20
05:25,998.984903,912.550000,89,04:25
05:30,926.431921,912.550000,89,04:30
05:35,1037.468833,912.550000,89,04:35
05:40,1003.620857,912.550000,89,04:40
05:45,1027.173764,912.550000,89,04:45
05:50,1038.204349,912.550000,89,04:50
05:55,975.164356,912.550000,89,04:55
06:00,991.624751,912.550000,89,05:00
06:05,1029.731626,912.550000,89,05:05
06:10,1043.698286,912.550000,89,05:10
06:15,992.795689,912.550000,89,05:15
06:20,961.176996,912.550000,89,05:20
06:25,892.347421,912.550000,89,05:25
06:30,927.813016,912.550000,89,05:30
06:35,964.483180,912.550000,89,05:35
06:40,916.627573,912.550000,89,05:40
06:45,902.838350,912.550000,89,05:45
06:50,887.159302,912.550000,89,05:50
06:55,957.832574,912.550000,89,05:55
07:00,1022.463684,912.550000,89,06:00
07:05,906.941005,912.550000,89,06:05
07:10,972.681168,912.550000,89,06:10
07:15,971.391497,912.550000,89,06:15
07:20,965.709270,912.550000,89,06:20
07:25,925.431125,912.550000,89,06:25
07:30,895.203896,912.550000,89,06:30
07:35,968.134540,912.550000,89,06:35
07:40,1045.309816,912.550000,89,06:40
07:45,1056.524733,912.550000,89,06:45
07:50,998.606125,912.550000,89,06:50
07:55,952.589064,912.550000,89,06:55
08:00,1008.773475,912.550000,89,07:00
08:05,894.498545,912.550000,89,07:05
08:10,983.521144,912.550000,89,07:10
08:15,980.520499,912.550000,89,07:15
08:20,972.967260,912.550000,89,07:20
08:25,1039.130693,912.550000,89,07:25
08:30,896.117382,912.550000,89,07:30
08:35,1065.995570,912.550000,89,07:35
08:40,955.318471,912.550000,89,07:40
08:45,999.584978,912.550000,89,07:45
08:50,923.772636,912.550000,89,07:50
08:55,966.323175,912.550000,89,07:55
09:00,970.797874,912.550000,89,08:00
09:05,971.206629,912.550000,89,08:05
09:10,992.987245,912.550000,89,08:10
09:15,932.661479,912.550000,89,08:15
09:20,976.545153,912.550000,89,08:20
09:25,958.325345,912.550000,89,08:25
09:30,950.594618,912.550000,89,08:30
09:35,1073.370497,912.550000,89,08:35
09:40,992.016555,912.550000,89,08:40
09:45,940.125616,912.550000,89,08:45
09:50,891.987477,912.550000,89,08:50
09:55,883.087232,912.550000,89,08:55
10:00,944.102475,912.550000,89,09:00
10:05,874.279642,912.550000,89,09:05
10:10,943.288545,912.550000,89,09:10
10:15,910.590971,912.550000,89,09:15
10:20,996.650887,912.550000,89,09:20
10:25,932.701653,912.550000,89,09:25
10:30,994.078091,912.550000,89,09:30
10:35,952.160193,912.550000,89,09:35
10:40,975.167402,912.550000,89,09:40
10:45,925.246373,912.550000,89,09:45
10:50,972.393025,912.550000,89,09:50
10:55,944.936559,912.550000,89,09:55
11:00,951.595517,912.550000,89,10:00
11:05,896.533051,912.550000,89,10:05
11:10,978.201991,912.550000,89,10:10
11:15,966.994248,912.550000,89,10:15
11:20,926.606877,912.550000,89,10:20
11:25,1062.619879,912.550000,89,10:25
11:30,1010.577380,912.550000,89,10:30
11:35,990.114347,912.550000,89,10:35
11:40,893.315042,912.550000,89,10:40
11:45,896.568236,912.550000,89,10:45
11:50,931.156472,912.550000,89,10:50
11:55,973.238092,912.550000,89,10:55
12:00,889.044229,912.550000,89,11:00
12:05,959.686833,912.550000,89,11:05
12:10,982.146799,912.550000,89,11:10
12:15,926.655760,912.550000,89,11:15
12:20,918.121370,912.550000,89,11:20
12:25,902.647608,912.550000,89,11:25
12:30,933.130456,912.550000,89,11:30
12:35,873.596604,912.550000,89,11:35
12:40,840.934487,912.550000,89,11:40
12:45,877.869051,912.550000,89,11:45
