Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,983795,-,-,-,42.29,-83.74,-5,263,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.1.2.dev4+g3b38bc8.d20250228
Year,Month,Day,Hour,Minute,DHI,DNI,Solar Zenith Angle,Precipitable Water,Temperature,Relative Humidity,Wind Direction,Wind Speed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,4,23,30,0,0,155.56,0.30000000000000004,-11.4,84.89,91,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,5,0,30,0,0,160.27,0.30000000000000004,-11.7,85.47,107,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,5,1,30,0,0,157.78,0.30000000000000004,-12,86.48,121,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,5,2,30,0,0,149.86,0.30000000000000004,-12.4,88.10000000000001,132,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,5,3,30,0,0,139.70000000000002,0.30000000000000004,-12.7,88.83,140,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,5,4,30,0,0,128.77,0.30000000000000004,-12.9,89.82000000000001,148,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,5,5,30,0,0,117.69,0.30000000000000004,-13,91,158,1.7000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,5,6,30,0,0,106.81,0.30000000000000004,-13.1,92.65,170,1.9000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,5,7,30,0,0,96.41,0.30000000000000004,-12.9,92.4,182,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,5,8,30,20,443,86.56,0.30000000000000004,-11.2,82.55,194,2.9000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,5,9,30,39,755,78.26,0.30000000000000004,-8.5,74.3,203,3.9000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,5,10,30,52,863,71.48,0.30000000000000004,-6.5,69.60000000000001,209,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,5,11,30,59,915,66.86,0.30000000000000004,-5.2,64.8,210,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,5,12,30,62,932,64.91,0.30000000000000004,-4.2,61.64,210,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,5,13,30,59,929,65.87,0.30000000000000004,-3.4,58.44,207,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,5,14,30,55,873,69.62,0.4,-3.2,58.480000000000004,204,3.8000000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,5,15,30,47,776,75.72,0.4,-4,63.07,202,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,5,16,30,30,549,83.59,0.4,-5.9,70.28,200,2.4000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,5,17,30,0,0,92.99,0.4,-7.6,77.48,198,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,5,18,30,0,0,103.16,0.30000000000000004,-8.2,78.4,196,2.3000000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,5,19,30,0,0,113.9,0.30000000000000004,-8.5,78.67,195,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,5,20,30,0,0,124.94,0.30000000000000004,-8.7,79.4,194,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,5,21,30,0,0,135.96,0.30000000000000004,-8.8,80.46000000000001,195,2.9000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,5,22,30,0,0,146.48,0.30000000000000004,-8.9,82.49,197,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
